Product_Name,Product_Price,Product_MRP_Price,Ratings,Review_Count,Screen Resolution,Screen_Size,Brand_Name,Refresh_Rate,Monitor_Category,Model_Number
"EXCLUZO JUYO 13in Screen Monitor, DC 5V 2A Built in Speaker 1440x900 Resolution IPS HD Screen HDR Technology 13in Portable Monitor for Mobile Phones for Laptops for PC","24,119","M.R.P: ₹48,238₹48,238",Does not exist,Does not exist,None,Screen Size 13 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHB5R4W574EXCLUZO
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
"ZEBRONICS A24FHD LED Monitor, 24 inch (60.96cm), 250 nits, 75Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, VGA, Ultra Slim Bezel, Metal Stand, Built-in Speakers","6,999","M.R.P: ₹24,999₹24,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics ZEB-A24FHD Ultra slim LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 75Hz refresh rate, HDMI, VGA, 250cd/m² brightness, Built in speaker and wall mountable design",Item model number ZEB-A24FHD
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"EXCLUZO PC Monitor, Capacitive Touch Screen Individual Backlit Control Wide Compatibility 5 Point for Computer (ICP-TN)","12,622","M.R.P: ₹25,244₹25,244",Does not exist,Does not exist,None,None,None,None,Generic Name monitor,Item model number CHBJZRDSMPEXCLUZO
"EXCLUZO 5 inch IPS USB Mini Screen, AIDA64 PC CPU RAM HDD Data Monitor Type C Computer Temperature Screen, PC Sensor Panel Display for AIDA64 Temperature Display PC CPU GPU RAM Data Monitor","15,277","M.R.P: ₹30,554₹30,554",Does not exist,Does not exist,None,Screen Size 5 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBJZKZK27EXCLUZO
"EXCLUZO PC CPU Monitor, 5 Inch IPS Screen Display Hardware Temperature Monitor, Portable USB Type C PC CPU RAM HDD Data Monitor with Screen Stand Holder and Autoclose Screen Function","12,556","M.R.P: ₹25,112₹25,112",Does not exist,Does not exist,None,Screen Size 5 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBCR8N9QVEXCLUZO
"EXCLUZO 3.5inch Computer Temp Monitor for PC Computer, IPS USB Mini Screen PC CPU RAM HDD Data Monitor for Raspberry Pi, Linux, Wins","7,599","M.R.P: ₹15,198₹15,198",Does not exist,Does not exist,None,Screen Size 3.5 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBK249KM6EXCLUZO
"EXCLUZO 3.5 inch IPS USB Mini Screen, AIDA64 PC CPU RAM HDD Data Monitor Type C Computer Temperature Screen, PC Sensor Panel Display for RPi for Linux for Windows","7,272","M.R.P: ₹14,544₹14,544",Does not exist,Does not exist,None,Screen Size 3.5 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBJZGQF5XEXCLUZO
"EXCLUZO 7 Inch Car Monitor, Rotatable Stand 7 Inch Mini PC Monitor HD Multimedia Interface for TV","12,216","M.R.P: ₹24,432₹24,432",Does not exist,Does not exist,None,Screen Size 7 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHB53ZLKGSEXCLUZO
"EXCLUZO 13 Inch Monitor, DC 5V 2A Fast Heat Dissipation Portable Monitor HDR Technology for Laptop Mobile Phone PC","23,975","M.R.P: ₹47,950₹47,950",Does not exist,Does not exist,None,Screen Size 13 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHB7CM5HVLEXCLUZO
"EXCLUZO 01 02 015 Portable Monitor, 17.3inch HDR Screen 1600x900 178° Viewing Angle Laptop Monitor Extender USB Gaming Monitor External Monitor for Laptop PC Phone, Computer Display","33,131","M.R.P: ₹66,262₹66,262",Does not exist,Does not exist,None,None,None,None,Generic Name monitor,Item model number CHB1RMBC83EXCLUZO
"EXCLUZO 15.6 inch Display, Ultrathin Display IPS Display FreeSync Technology View Wider for Computers for PS/for NS/for/for Switch Game Consoles","41,751","M.R.P: ₹83,502₹83,502",Does not exist,Does not exist,None,Screen Size 15.6 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHB1C5TCV6EXCLUZO
"EXCLUZO Portable Laptop Monitor, HDR Laptop Monitor High Definition Picture 1920x1080 Smoother Screen for Computer for PC for Phone(13.3 inch Display)","32,569","M.R.P: ₹65,138₹65,138",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CH9P1SCP1REXCLUZO
"EXCLUZO IPS Secondary Screen, 360 Degrees Rotation Computer Monitor 320x480 Resolution for CPU GPU RAM HDD Monitoring","11,405","M.R.P: ₹22,810₹22,810",Does not exist,Does not exist,None,Screen Size 3.5 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH9Z4D54H1EXCLUZO
"EXCLUZO 11.6inch Portable Monitor, 1920x1080 Anti Interference Portable Monitor Low Power Consumption for Shopping Mall EU Plug","24,577","M.R.P: ₹49,154₹49,154",Does not exist,Does not exist,None,Screen Size 11.6 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHBC4VJYZTEXCLUZO
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Input, Built-in Speaker, Max 250 Nits Brightness, Black","12,999","M.R.P: ₹29,999₹29,999",3.8 out of 5 stars,"1,633",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 80 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics AC32FHD LED Curved 75Hz 80cm (32"") 1920x1080 FHD resolution monitor with HDMI + VGA dual input, Built-in speaker, Wall mount facility, max 250 Nits brightness and Ultra slim bezel",Item model number ZEB-AC32FHD
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"EXCLUZO Bewinner 2022 New 15.6 Inch Portable Monitor, USB C Ultra Thin 1920x1080 Full HD IPS Laptop Display, Computer Gaming Monitors for PC/Phone/PS3/PS4/PS5/Xbox/Switch","35,538","M.R.P: ₹71,076₹71,076",Does not exist,Does not exist,None,Screen Size 15.6 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBBH4NKXLEXCLUZO
"EXCLUZO Portable Monitor, 11.6inch Portable Monitor IPS 16:9 Anti Interference 11.6inch for Computer EU Plug","23,949","M.R.P: ₹47,898₹47,898",Does not exist,Does not exist,None,Screen Size 11.6 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHBFT16MFVEXCLUZO
"EXCLUZO 7 Inch Car Monitor, Mini PC Monitor 1024x6007 Resolution Small Portable HD Multimedia Interface 7 Inch for Car 0","12,295","M.R.P: ₹24,590₹24,590",Does not exist,Does not exist,None,Screen Size 7 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHB81YQ44GEXCLUZO
"EXCLUZO LCD IPS Screen Monitor, 10.1in Monitor Multifunctional 170 Degree Full Viewing Angle for Industrial Equipments Basic Type","33,877","M.R.P: ₹67,754₹67,754",Does not exist,Does not exist,None,Screen Size 10.1 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHBC6Y76PNEXCLUZO
"EXCLUZO Computer Temp Monitor, 3.5In IPS USB Type C PC CPU RAM Data Monitor Computer Temperature Display for AIDA64, PC Temperature Display Screen, PC Sensor Panel Display, PC CPU Monitor","9,469","M.R.P: ₹18,938₹18,938",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHBFHGZXVQEXCLUZO
"EXCLUZO Laptop Monitor, HDR High Resolution Freesync Smoother Screen Portable Laptop Monitor for Computer for PC for Phone(13.3 inch Display)","27,794","M.R.P: ₹55,588₹55,588",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CH9PVQYVRLEXCLUZO
"EXCLUZO Bewinner Portable Touchscreen Monitor15.6inch, 2022 New USB C Touch Screen Monitor, 1920x1080p IPS HDR Display for PC/Laptop/Phone/PS3/PS4/PS5/Xbox/Switch","32,935","M.R.P: ₹65,870₹65,870",Does not exist,Does not exist,None,Screen Size 15.6 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBBH72KYPEXCLUZO
EXCLUZO Portable IPS Display Built-in Speaker FHD IPS Small PC Monitor (EU Plug),"23,805","M.R.P: ₹47,610₹47,610",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHBJCCXKNHEXCLUZO
"EXCLUZO High Definition Portable Monitor, HDR USB Portable Monitor 1920x1080 for Computer for Phone for PC(13.3 inch Display)","39,292","M.R.P: ₹78,584₹78,584",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH9R8TTJNSEXCLUZO
"EXCLUZO 3.5 inch IPS USB Mini Screen, IPS USB Mini Screen PC CPU RAM HDD Data Monitor PC Temperature Display for PC ARGB Computer Case Secondary Screen for Raspberry Pi, for Linux, for Windows","9,731","M.R.P: ₹19,462₹19,462",Does not exist,Does not exist,None,None,None,None,Generic Name monitor,Item model number CHBGCXD4M3EXCLUZO
"EXCLUZO Touchscreen Monitor, Portable Monitor TN LCD‑90 Degree for Laptop for for PC","15,211","M.R.P: ₹30,422₹30,422",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CHB1CHRSVCEXCLUZO
"EXCLUZO 10.5 Inch Portable Monitor, 10.5 Inch Monitor IPS Full Viewing Angle Screen 110-240V 2K HD 1920x1280 for Digital Cameras for Camcorders for Computers","36,401","M.R.P: ₹72,802₹72,802",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHB4WVVCS2EXCLUZO
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
"ZEBRONICS A24FHD LED Monitor, 24 inch (60.96cm), 250 nits, 75Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, VGA, Ultra Slim Bezel, Metal Stand, Built-in Speakers","6,999","M.R.P: ₹24,999₹24,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics ZEB-A24FHD Ultra slim LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 75Hz refresh rate, HDMI, VGA, 250cd/m² brightness, Built in speaker and wall mountable design",Item model number ZEB-A24FHD
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"EXCLUZO Portable Gaming Monitor, 60Hz Refreshing Smart Monitor HD 1080P for Videos for TV Shows for Presentations","34,701","M.R.P: ₹69,402₹69,402",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHB5W216X2EXCLUZO
"EXCLUZO Portable Monitor, 8"" Inch TFT LED Monitor with AV HDMI BNC VGA Input, 1280x720 Full View IPS Screen, Shockproof Anti Interference Mini Monitor with Built-in Speaker (8in)","17,827","M.R.P: ₹35,654₹35,654",Does not exist,Does not exist,None,Screen Size 8 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH9YDQ41VXEXCLUZO
"EXCLUZO Portable Gaming Monitor, 178° Viewing Angle Portable Monitor for Home Entertainment for Travel for Business","33,144","M.R.P: ₹66,288₹66,288",Does not exist,Does not exist,None,Screen Size 17.3 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH9ZVHNNWYEXCLUZO
"EXCLUZO 10.5 Inch Monitor, 10.5 Inch Portable Monitor 2K HD IPS Full Viewing Angle Screen 1920x1280 73% NTSC for Digital Cameras for Camcorders for Computers","24,263","M.R.P: ₹48,526₹48,526",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CHB4WT32WWEXCLUZO
"EXCLUZO USB Portable Monitor, Portable Laptop Monitor 1920x1080 Smoother Screen HDR High Definition Picture for PC for Computer for Phone(13.3 inch Display)","39,344","M.R.P: ₹78,688₹78,688",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CH9YXGN2ZLEXCLUZO
EXCLUZO 8 Inch HD TFT Monitor LCD Screen 1024x768 Media Display with BNC HD VGA AV Input Built in Speaker for Game Car RV Trailer Reverse Rear View,"19,462","M.R.P: ₹38,924₹38,924",Does not exist,Does not exist,None,Screen Size 8 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH9XHZFY5XEXCLUZO
"One line Connections 12"" Laptop Screen Extender Monitor Portable Triple Screen Laptop Monitor Extender Type-C Plug Compatible Wins/Mac/Android/Kirin/Unisys/Zhaoxin Work with 13.3"" - 16"" Laptops","53,447",Does not exist,Does not exist,Does not exist,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 12 Inches,Brand AceQuick,Refresh Rate 60 Hz,None,Item model number TR116B
"Kufoo Portable Monitor, 10 Point Capacitive Touch Screen Resolution 1280x720 8 Inch Portable Monitor 100-240V Touch Screen for Supermarket Checkout (EU Plug)","23,894","M.R.P: ₹47,799₹47,799",Does not exist,Does not exist,None,Screen Size 8 Inches,Brand Kufoo,Refresh Rate 60 Hz,Generic Name Monitors,Item model number Kufooxk48q7361f-12
"wisecoco 9"" Protable Monitor 2K 2560 * 1600 IPS Touch Screen Second Screen External Monitor for MacBook Pro Air Laptop Cellphone Window OS Android…","23,949",Does not exist,5.0 out of 5 stars,2,None,Screen Size 9 Inches,Brand wisecoco,Refresh Rate 60 Hz,None,None
"13.3 Inch Monitor,Full HD 1920 * 1080 IPS Monitor,HDR Ultra Slim Gaming Monitor,Portable Display Built-in Dual Speaker,HD Gaming Monitor for Raspberry Pie Series,","30,104","M.R.P: ₹60,299₹60,299",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand 168,Refresh Rate 60 Hz,Generic Name Monitors,Item model number 167rs8if2k3zt
"Dpofirs 10.5 Inch Small Monitor, 1920x1280 FHD IPS Screen Mini Monitor with Folding Stand for Laptop, PC, Portable Monitor for PS3, for PS4, for Xbox ONE (EU Plug)","24,699","M.R.P: ₹49,399₹49,399",Does not exist,Does not exist,Display Resolution Maximum 1920 x1280,None,Brand Dpofirs,Refresh Rate 60 Hz,Generic Name Motherboards,Item model number HAIBING3fiqoht57x-12
"UBERSWEET® Laptop Monitor, HDR High Resolution Freesync Smoother Screen Portable Laptop Monitor for Computer for PC for Phone(13.3 inch Display)","26,504","M.R.P: ₹53,099₹53,099",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand UBERSWEET,Refresh Rate 60 Hz,None,Item model number CH2-22MAY23-9PVQYVRL
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Input, Built-in Speaker, Max 250 Nits Brightness, Black","12,999","M.R.P: ₹29,999₹29,999",3.8 out of 5 stars,"1,633",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 80 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics AC32FHD LED Curved 75Hz 80cm (32"") 1920x1080 FHD resolution monitor with HDMI + VGA dual input, Built-in speaker, Wall mount facility, max 250 Nits brightness and Ultra slim bezel",Item model number ZEB-AC32FHD
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"ZEBRONICS A24FHD LED, Gaming Monitor, 24 inch (60.96cm), 300 nits, 165Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, DisplayPort, USB Port, Ultra Slim Bezel, Metal Stand, Built-in Speakers","8,999","M.R.P: ₹33,999₹33,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics ZEB-A24FHD Slim Gaming LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 165Hz refresh rate, Display port, HDMI, 300cd/m² brightness, USB, Built in speaker and wall mountable",Item model number ZEB - A24FHD
"MSI MAG 274UPF 27 Inch 4K UHD Esports Gaming Monitor - 3840 x 2160 IPS Panel, 144 Hz / 1ms, G-SYNC Compatible, Adjustable Stand/VESA - Display Port 1.4a & HDMI 2.1 & Type C Port","47,999","M.R.P: ₹78,000₹78,000",5.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand MSI,Refresh Rate 144 Hz,Generic Name Monitor,Item model number MAG 274UPF
"Samsung 25-inch(62.2cm) FHD, IPS Gaming, 240Hz, 1ms Flat Monitor, 1920 x 1080 Pixels, Height Adjustable Stand, HDR10, Nvidia G-Sync Compatible, Ultrawide Game View (LS25BG400EWXXL, Black)","19,200","M.R.P: ₹26,900₹26,900",4.4 out of 5 stars,181,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 25 Inches,Brand Samsung,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number LS25BG400EWXXL
"UBERSWEET® Portable Monitor for RasPi, 7in IPS Integrated Display with Backlight Control, 1024x600, 170° Viewing Angle, Thin Screen for Jetson Nano for Win PC","9,819","M.R.P: ₹19,699₹19,699",Does not exist,Does not exist,None,Screen Size 7 Inches,Brand UBERSWEET,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH2-22MAY23-BNNB44SM
"UBERSWEET® Mini Monitor, IPS Full View Computer Screen USB Type C for Machine","8,369","M.R.P: ₹16,699₹16,699",Does not exist,Does not exist,None,None,Brand UBERSWEET,Refresh Rate 60 Hz,Generic Name monitor,None
"tecmac 22-inch 19201080 Resolution FHD Monitor, 250cd/m, Viewing Angle Horizontal 178, Vertical 178","24,583","M.R.P: ₹30,728₹30,728",Does not exist,Does not exist,None,Screen Size 22 Inches,Brand tecmac,Refresh Rate 60 Hz,Generic Name monitor,None
"5 Inch Computer Temp Monitor, IPS USB Mini Screen AIDA64 PC CPU RAM HDD Data Monitor Computer Temperature Display Type C for PC ARGB Computer Case Secondary Screen","12,859","M.R.P: ₹25,699₹25,699",Does not exist,Does not exist,None,None,Brand Dpofirs,None,Generic Name Monitors,Item model number Dpofirs316mahpsk7
